departure_time,destination
06:10,新八代
06:45,新八代
06:50,新八代
07:15,新八代
07:20,新八代
07:40,新八代
07:50,新八代
08:20,新八代
16:30,新八代
17:00,新八代
17:15,新八代
17:25,新八代
17:45,新八代
18:10,新八代
18:20,新八代
18:40,新八代
19:05,新八代
19:45,新八代
