departure_time,destination
06:15,肥後田浦
07:37,肥後田浦
08:30,肥後田浦
09:35,肥後田浦
11:22,肥後田浦
12:56,肥後田浦
15:21,肥後田浦
16:20,肥後田浦
17:20,肥後田浦
18:26,肥後田浦
19:42,肥後田浦
