departure_time,destination
06:43,八代
07:54,八代
08:23,八代
09:45,八代
10:00,八代
12:03,八代
13:09,八代
15:11,八代
16:06,八代
16:40,八代
17:14,八代
18:13,八代
19:13,八代
21:22,八代
